,SEASON_YEAR,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,DD2,TD3,Game_Type,UID_STG,PIE,PER,SALARY
10,2019-20,1629744,Matt Thomas,1610612761,TOR,Toronto Raptors,21901305,2020-08-12T00:00:00,TOR @ PHI,W,23.03333333,2.0,7.0,0.28600000000000003,2.0,5.0,0.4,0.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,14.0,0,0,Regular Season,2019-2016106127610021901305,2.314814815,4.084992764,898310.0
11,2019-20,1628449,Chris Boucher,1610612761,TOR,Toronto Raptors,21901305,2020-08-12T00:00:00,TOR @ PHI,W,21.98333333,7.0,12.0,0.583,4.0,6.0,0.667,1.0,2.0,0.5,4.0,5.0,9.0,0.0,1.0,0.0,4.0,1.0,1.0,2.0,19.0,-8.0,0,0,Regular Season,2019-2016106127610021901305,18.51851852,43.45046247,1588231.0
12,2019-20,1628778,Paul Watson,1610612761,TOR,Toronto Raptors,21901305,2020-08-12T00:00:00,TOR @ PHI,W,5.133333333,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,2.0,0,0,Regular Season,2019-2016106127610021901305,5.555555556,44.60727273,79568.0
13,2019-20,201188,Marc Gasol,1610612761,TOR,Toronto Raptors,21901305,2020-08-12T00:00:00,TOR @ PHI,W,19.06666667,4.0,8.0,0.5,2.0,4.0,0.5,1.0,1.0,1.0,0.0,5.0,5.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,11.0,-1.0,0,0,Regular Season,2019-2016106127610021901305,11.57407407,24.5175,25595700.0
14,2019-20,200768,Kyle Lowry,1610612761,TOR,Toronto Raptors,21901305,2020-08-12T00:00:00,TOR @ PHI,W,24.93333333,6.0,11.0,0.545,1.0,4.0,0.25,6.0,9.0,0.667,0.0,1.0,1.0,3.0,0.0,2.0,0.0,1.0,4.0,4.0,19.0,-4.0,0,0,Regular Season,2019-2016106127610021901305,12.03703704,30.07620321,34996296.0
15,2019-20,1626259,Malcolm Miller,1610612761,TOR,Toronto Raptors,21901305,2020-08-12T00:00:00,TOR @ PHI,W,10.77166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0,0,Regular Season,2019-2016106127610021901305,-1.8518518519999998,-6.826984372999999,1588231.0
16,2019-20,1627783,Pascal Siakam,1610612761,TOR,Toronto Raptors,21901305,2020-08-12T00:00:00,TOR @ PHI,W,29.36666667,5.0,14.0,0.35700000000000004,2.0,6.0,0.33299999999999996,3.0,7.0,0.429,4.0,5.0,9.0,4.0,1.0,0.0,1.0,2.0,2.0,6.0,15.0,-4.0,0,0,Regular Season,2019-2016106127610021901305,9.722222222000001,19.0853462,2351839.0
17,2019-20,1626178,Rondae Hollis-Jefferson,1610612761,TOR,Toronto Raptors,21901305,2020-08-12T00:00:00,TOR @ PHI,W,24.79833333,2.0,3.0,0.667,1.0,2.0,0.5,3.0,4.0,0.75,0.0,6.0,6.0,4.0,0.0,1.0,0.0,0.0,4.0,4.0,8.0,5.0,0,0,Regular Season,2019-2016106127610021901305,12.03703704,20.84744943,2500000.0
18,2019-20,1627832,Fred VanVleet,1610612761,TOR,Toronto Raptors,21901305,2020-08-12T00:00:00,TOR @ PHI,W,25.53333333,3.0,11.0,0.273,1.0,3.0,0.33299999999999996,3.0,3.0,1.0,0.0,2.0,2.0,6.0,0.0,0.0,0.0,3.0,1.0,3.0,10.0,-11.0,0,0,Regular Season,2019-2016106127610021901305,8.333333332999999,13.974047,9346153.0
19,2019-20,1626181,Norman Powell,1610612761,TOR,Toronto Raptors,21901305,2020-08-12T00:00:00,TOR @ PHI,W,26.48333333,5.0,10.0,0.5,3.0,6.0,0.5,4.0,5.0,0.8,1.0,2.0,3.0,1.0,2.0,0.0,0.0,1.0,2.0,3.0,17.0,2.0,0,0,Regular Season,2019-2016106127610021901305,9.722222222000001,19.53300189,10116576.0
20,2019-20,1629056,Terence Davis,1610612761,TOR,Toronto Raptors,21901305,2020-08-12T00:00:00,TOR @ PHI,W,15.92833333,1.0,6.0,0.16699999999999998,1.0,5.0,0.2,2.0,2.0,1.0,0.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,6.0,1.0,5.0,0.0,0,0,Regular Season,2019-2016106127610021901305,-0.9259259259999999,2.8777649889999997,898310.0
21,2019-20,1628449,Chris Boucher,1610612761,TOR,Toronto Raptors,21901294,2020-08-10T00:00:00,TOR @ MIL,W,29.15,9.0,15.0,0.6,3.0,7.0,0.429,4.0,5.0,0.8,5.0,6.0,11.0,2.0,0.0,2.0,2.0,0.0,3.0,3.0,25.0,12.0,1,0,Regular Season,2019-2016106127610021901294,29.6875,46.27128645,1588231.0
22,2019-20,1627783,Pascal Siakam,1610612761,TOR,Toronto Raptors,21901294,2020-08-10T00:00:00,TOR @ MIL,W,28.16666667,5.0,16.0,0.313,1.0,7.0,0.14300000000000002,3.0,4.0,0.75,1.0,6.0,7.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,14.0,8.0,0,0,Regular Season,2019-2016106127610021901294,10.9375,15.65300592,2351839.0
23,2019-20,1629744,Matt Thomas,1610612761,TOR,Toronto Raptors,21901294,2020-08-10T00:00:00,TOR @ MIL,W,37.13666667,9.0,17.0,0.529,4.0,8.0,0.5,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,22.0,13.0,0,0,Regular Season,2019-2016106127610021901294,18.75,20.00796158,898310.0
24,2019-20,1626181,Norman Powell,1610612761,TOR,Toronto Raptors,21901294,2020-08-10T00:00:00,TOR @ MIL,W,26.55,7.0,13.0,0.5379999999999999,4.0,5.0,0.8,3.0,5.0,0.6,0.0,8.0,8.0,1.0,0.0,2.0,3.0,1.0,2.0,2.0,21.0,8.0,0,0,Regular Season,2019-2016106127610021901294,24.47916667,38.30357815,10116576.0
25,2019-20,1628778,Paul Watson,1610612761,TOR,Toronto Raptors,21901294,2020-08-10T00:00:00,TOR @ MIL,W,21.45,1.0,4.0,0.25,0.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,4.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,4.0,0.0,0,0,Regular Season,2019-2016106127610021901294,3.125,7.116550117,79568.0
26,2019-20,1628384,OG Anunoby,1610612761,TOR,Toronto Raptors,21901294,2020-08-10T00:00:00,TOR @ MIL,W,24.76666667,2.0,6.0,0.33299999999999996,0.0,2.0,0.0,3.0,4.0,0.75,2.0,2.0,4.0,5.0,2.0,1.0,0.0,0.0,4.0,4.0,7.0,5.0,0,0,Regular Season,2019-2016106127610021901294,5.208333333,11.87442799,2281800.0
27,2019-20,201188,Marc Gasol,1610612761,TOR,Toronto Raptors,21901294,2020-08-10T00:00:00,TOR @ MIL,W,20.01666667,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,8.0,3.0,0.0,1.0,0.0,4.0,0.0,0.0,-4.0,0,0,Regular Season,2019-2016106127610021901294,1.5625,-1.808293089,25595700.0
28,2019-20,1629056,Terence Davis,1610612761,TOR,Toronto Raptors,21901294,2020-08-10T00:00:00,TOR @ MIL,W,16.46666667,5.0,8.0,0.625,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,10.0,-8.0,0,0,Regular Season,2019-2016106127610021901294,4.166666667,21.614574899999997,898310.0
29,2019-20,1626178,Rondae Hollis-Jefferson,1610612761,TOR,Toronto Raptors,21901294,2020-08-10T00:00:00,TOR @ MIL,W,26.15,4.0,9.0,0.444,0.0,4.0,0.0,3.0,4.0,0.75,2.0,3.0,5.0,5.0,6.0,1.0,0.0,0.0,3.0,5.0,11.0,8.0,0,0,Regular Season,2019-2016106127610021901294,6.25,9.293040153,2500000.0
30,2019-20,1626181,Norman Powell,1610612761,TOR,Toronto Raptors,21901286,2020-08-09T00:00:00,TOR vs. MEM,W,29.56666667,4.0,8.0,0.5,1.0,3.0,0.33299999999999996,7.0,7.0,1.0,0.0,2.0,2.0,4.0,3.0,0.0,0.0,1.0,3.0,4.0,16.0,4.0,0,0,Regular Season,2019-2016106127610021901286,12.24489796,17.63678692,10116576.0
31,2019-20,201586,Serge Ibaka,1610612761,TOR,Toronto Raptors,21901286,2020-08-09T00:00:00,TOR vs. MEM,W,25.11666667,5.0,9.0,0.556,2.0,3.0,0.667,0.0,2.0,0.0,4.0,8.0,12.0,3.0,2.0,3.0,2.0,0.0,4.0,2.0,12.0,-5.0,1,0,Regular Season,2019-2016106127610021901286,17.34693878,30.98142004,23271604.0
32,2019-20,1629056,Terence Davis,1610612761,TOR,Toronto Raptors,21901286,2020-08-09T00:00:00,TOR vs. MEM,W,6.083333333,1.0,3.0,0.33299999999999996,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0,0,Regular Season,2019-2016106127610021901286,1.020408163,6.53260274,898310.0
33,2019-20,1628384,OG Anunoby,1610612761,TOR,Toronto Raptors,21901286,2020-08-09T00:00:00,TOR vs. MEM,W,27.985,2.0,8.0,0.25,2.0,5.0,0.4,0.0,0.0,0.0,1.0,4.0,5.0,0.0,1.0,3.0,1.0,2.0,2.0,0.0,6.0,10.0,0,0,Regular Season,2019-2016106127610021901286,5.102040816000001,8.963659103,2281800.0
34,2019-20,201188,Marc Gasol,1610612761,TOR,Toronto Raptors,21901286,2020-08-09T00:00:00,TOR vs. MEM,W,22.465,3.0,4.0,0.75,1.0,2.0,0.5,3.0,4.0,0.75,0.0,6.0,6.0,1.0,1.0,1.0,1.0,0.0,2.0,4.0,10.0,14.0,0,0,Regular Season,2019-2016106127610021901286,13.775510199999998,23.08043623,25595700.0
35,2019-20,1627783,Pascal Siakam,1610612761,TOR,Toronto Raptors,21901286,2020-08-09T00:00:00,TOR vs. MEM,W,35.68333333,9.0,16.0,0.563,4.0,9.0,0.444,4.0,6.0,0.667,0.0,1.0,1.0,3.0,4.0,1.0,1.0,0.0,3.0,7.0,26.0,7.0,0,0,Regular Season,2019-2016106127610021901286,15.81632653,22.35780476,2351839.0
36,2019-20,1629744,Matt Thomas,1610612761,TOR,Toronto Raptors,21901286,2020-08-09T00:00:00,TOR vs. MEM,W,10.30333333,2.0,3.0,0.667,2.0,3.0,0.667,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,6.0,4.0,0,0,Regular Season,2019-2016106127610021901286,5.102040816000001,22.67974765,898310.0
37,2019-20,200768,Kyle Lowry,1610612761,TOR,Toronto Raptors,21901286,2020-08-09T00:00:00,TOR vs. MEM,W,36.99333333,4.0,12.0,0.33299999999999996,2.0,9.0,0.222,5.0,6.0,0.833,0.0,7.0,7.0,8.0,9.0,4.0,0.0,0.0,3.0,4.0,15.0,6.0,0,0,Regular Season,2019-2016106127610021901286,13.26530612,11.00538836,34996296.0
38,2019-20,1627832,Fred VanVleet,1610612761,TOR,Toronto Raptors,21901286,2020-08-09T00:00:00,TOR vs. MEM,W,35.25666667,4.0,7.0,0.5710000000000001,1.0,3.0,0.33299999999999996,5.0,6.0,0.833,0.0,3.0,3.0,5.0,3.0,4.0,2.0,0.0,4.0,5.0,14.0,8.0,0,0,Regular Season,2019-2016106127610021901286,16.32653061,21.926292899999996,9346153.0
39,2019-20,1626178,Rondae Hollis-Jefferson,1610612761,TOR,Toronto Raptors,21901286,2020-08-09T00:00:00,TOR vs. MEM,W,4.98,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0,0,Regular Season,2019-2016106127610021901286,1.020408163,-1.963052209,2500000.0
40,2019-20,1628449,Chris Boucher,1610612761,TOR,Toronto Raptors,21901286,2020-08-09T00:00:00,TOR vs. MEM,W,5.566666667000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,0,0,Regular Season,2019-2016106127610021901286,-1.020408163,-4.875988024,1588231.0
41,2019-20,200768,Kyle Lowry,1610612761,TOR,Toronto Raptors,21901279,2020-08-07T00:00:00,TOR vs. BOS,L,27.96833333,3.0,6.0,0.5,0.0,3.0,0.0,5.0,5.0,1.0,0.0,2.0,2.0,2.0,3.0,3.0,1.0,0.0,3.0,6.0,11.0,-20.0,0,0,Regular Season,2019-2016106127610021901279,11.04651163,16.47652702,34996296.0
42,2019-20,1628449,Chris Boucher,1610612761,TOR,Toronto Raptors,21901279,2020-08-07T00:00:00,TOR vs. BOS,L,14.31,3.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,5.0,5.0,1.0,2.0,0.0,1.0,0.0,3.0,1.0,9.0,8.0,0,0,Regular Season,2019-2016106127610021901279,12.20930233,27.68518519,1588231.0
43,2019-20,201586,Serge Ibaka,1610612761,TOR,Toronto Raptors,21901279,2020-08-07T00:00:00,TOR vs. BOS,L,14.4,1.0,9.0,0.111,0.0,4.0,0.0,0.0,0.0,0.0,2.0,5.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,-22.0,0,0,Regular Season,2019-2016106127610021901279,-2.325581395,-10.19208333,23271604.0
44,2019-20,1628384,OG Anunoby,1610612761,TOR,Toronto Raptors,21901279,2020-08-07T00:00:00,TOR vs. BOS,L,18.3,1.0,4.0,0.25,1.0,2.0,0.5,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,-15.0,0,0,Regular Season,2019-2016106127610021901279,4.069767442,8.883497268,2281800.0
45,2019-20,201188,Marc Gasol,1610612761,TOR,Toronto Raptors,21901279,2020-08-07T00:00:00,TOR vs. BOS,L,21.8,3.0,6.0,0.5,0.0,3.0,0.0,0.0,0.0,0.0,1.0,8.0,9.0,4.0,1.0,0.0,1.0,0.0,3.0,3.0,6.0,-14.0,0,0,Regular Season,2019-2016106127610021901279,13.95348837,16.94885321,25595700.0
46,2019-20,1629056,Terence Davis,1610612761,TOR,Toronto Raptors,21901279,2020-08-07T00:00:00,TOR vs. BOS,L,16.43333333,4.0,7.0,0.5710000000000001,2.0,3.0,0.667,0.0,0.0,0.0,1.0,1.0,2.0,2.0,4.0,0.0,2.0,0.0,2.0,0.0,10.0,-3.0,0,0,Regular Season,2019-2016106127610021901279,6.395348837,17.11636917,898310.0
47,2019-20,1629744,Matt Thomas,1610612761,TOR,Toronto Raptors,21901279,2020-08-07T00:00:00,TOR vs. BOS,L,13.31666667,2.0,4.0,0.5,2.0,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,7.0,0,0,Regular Season,2019-2016106127610021901279,7.558139535,22.94102628,898310.0
48,2019-20,1627832,Fred VanVleet,1610612761,TOR,Toronto Raptors,21901279,2020-08-07T00:00:00,TOR vs. BOS,L,30.83166667,4.0,14.0,0.28600000000000003,1.0,6.0,0.16699999999999998,4.0,6.0,0.667,0.0,4.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,4.0,13.0,-22.0,0,0,Regular Season,2019-2016106127610021901279,11.04651163,13.75676523,9346153.0
49,2019-20,1627783,Pascal Siakam,1610612761,TOR,Toronto Raptors,21901279,2020-08-07T00:00:00,TOR vs. BOS,L,27.99,5.0,15.0,0.33299999999999996,1.0,5.0,0.2,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,4.0,0.0,11.0,-26.0,0,0,Regular Season,2019-2016106127610021901279,-2.325581395,-0.134762415,2351839.0
50,2019-20,1626181,Norman Powell,1610612761,TOR,Toronto Raptors,21901279,2020-08-07T00:00:00,TOR vs. BOS,L,29.32333333,4.0,11.0,0.364,0.0,4.0,0.0,3.0,3.0,1.0,1.0,4.0,5.0,0.0,1.0,1.0,0.0,1.0,0.0,5.0,11.0,-19.0,0,0,Regular Season,2019-2016106127610021901279,9.88372093,10.49890872,10116576.0
51,2019-20,1626178,Rondae Hollis-Jefferson,1610612761,TOR,Toronto Raptors,21901279,2020-08-07T00:00:00,TOR vs. BOS,L,14.14333333,5.0,6.0,0.833,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,11.0,-9.0,0,0,Regular Season,2019-2016106127610021901279,17.44186047,40.66672166,2500000.0
52,2019-20,1628778,Paul Watson,1610612761,TOR,Toronto Raptors,21901279,2020-08-07T00:00:00,TOR vs. BOS,L,5.8666666670000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0,0,Regular Season,2019-2016106127610021901279,1.162790698,2.0863636359999997,79568.0
53,2019-20,201188,Marc Gasol,1610612761,TOR,Toronto Raptors,21901266,2020-08-05T00:00:00,TOR @ ORL,W,24.51666667,5.0,8.0,0.625,2.0,3.0,0.667,1.0,2.0,0.5,0.0,6.0,6.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,13.0,7.0,0,0,Regular Season,2019-2016106127610021901266,13.19796954,19.45297077,25595700.0
54,2019-20,1628449,Chris Boucher,1610612761,TOR,Toronto Raptors,21901266,2020-08-05T00:00:00,TOR @ ORL,W,0.6466666670000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0,0,Regular Season,2019-2016106127610021901266,0.0,-3.8149484539999996,1588231.0
55,2019-20,1628384,OG Anunoby,1610612761,TOR,Toronto Raptors,21901266,2020-08-05T00:00:00,TOR @ ORL,W,31.72,5.0,7.0,0.7140000000000001,0.0,0.0,0.0,2.0,2.0,1.0,0.0,5.0,5.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,12.0,17.0,0,0,Regular Season,2019-2016106127610021901266,14.72081218,16.43098991,2281800.0
56,2019-20,1629744,Matt Thomas,1610612761,TOR,Toronto Raptors,21901266,2020-08-05T00:00:00,TOR @ ORL,W,0.6466666670000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,Regular Season,2019-2016106127610021901266,0.0,0.0,898310.0
57,2019-20,200768,Kyle Lowry,1610612761,TOR,Toronto Raptors,21901266,2020-08-05T00:00:00,TOR @ ORL,W,37.55,2.0,9.0,0.222,2.0,7.0,0.28600000000000003,2.0,3.0,0.667,1.0,8.0,9.0,10.0,4.0,1.0,1.0,1.0,4.0,3.0,8.0,7.0,0,0,Regular Season,2019-2016106127610021901266,12.18274112,10.30684421,34996296.0
58,2019-20,1626178,Rondae Hollis-Jefferson,1610612761,TOR,Toronto Raptors,21901266,2020-08-05T00:00:00,TOR @ ORL,W,14.55333333,2.0,5.0,0.4,0.0,0.0,0.0,3.0,4.0,0.75,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,-2.0,0,0,Regular Season,2019-2016106127610021901266,4.060913706,14.21694915,2500000.0
59,2019-20,1626259,Malcolm Miller,1610612761,TOR,Toronto Raptors,21901266,2020-08-05T00:00:00,TOR @ ORL,W,0.6466666670000001,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,-1.0,0,0,Regular Season,2019-2016106127610021901266,2.030456853,144.88144330000003,1588231.0
60,2019-20,1626181,Norman Powell,1610612761,TOR,Toronto Raptors,21901266,2020-08-05T00:00:00,TOR @ ORL,W,21.61666667,5.0,10.0,0.5,3.0,6.0,0.5,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,14.0,4.0,0,0,Regular Season,2019-2016106127610021901266,10.15228426,20.72271396,10116576.0
61,2019-20,1629056,Terence Davis,1610612761,TOR,Toronto Raptors,21901266,2020-08-05T00:00:00,TOR @ ORL,W,16.28,1.0,3.0,0.33299999999999996,0.0,2.0,0.0,2.0,3.0,0.667,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,4.0,-7.0,0,0,Regular Season,2019-2016106127610021901266,0.0,6.032616708,898310.0
62,2019-20,1627783,Pascal Siakam,1610612761,TOR,Toronto Raptors,21901266,2020-08-05T00:00:00,TOR @ ORL,W,33.60333333,5.0,12.0,0.41700000000000004,2.0,7.0,0.28600000000000003,3.0,4.0,0.75,0.0,6.0,6.0,1.0,7.0,1.0,0.0,1.0,2.0,3.0,15.0,13.0,0,0,Regular Season,2019-2016106127610021901266,6.0913705579999995,4.296210693,2351839.0
63,2019-20,201586,Serge Ibaka,1610612761,TOR,Toronto Raptors,21901266,2020-08-05T00:00:00,TOR @ ORL,W,22.83666667,5.0,11.0,0.455,1.0,3.0,0.33299999999999996,0.0,3.0,0.0,2.0,7.0,9.0,1.0,1.0,1.0,0.0,0.0,4.0,5.0,11.0,4.0,0,0,Regular Season,2019-2016106127610021901266,7.106598985,14.59074588,23271604.0
64,2019-20,1627832,Fred VanVleet,1610612761,TOR,Toronto Raptors,21901266,2020-08-05T00:00:00,TOR @ ORL,W,34.73666667,8.0,13.0,0.615,2.0,5.0,0.4,3.0,4.0,0.75,0.0,4.0,4.0,10.0,0.0,1.0,0.0,1.0,2.0,3.0,21.0,11.0,1,0,Regular Season,2019-2016106127610021901266,28.42639594,32.83087036,9346153.0
65,2019-20,1626181,Norman Powell,1610612761,TOR,Toronto Raptors,21901250,2020-08-03T00:00:00,TOR @ MIA,W,29.16666667,3.0,9.0,0.33299999999999996,1.0,4.0,0.25,0.0,0.0,0.0,0.0,3.0,3.0,5.0,2.0,0.0,0.0,0.0,2.0,0.0,7.0,-5.0,0,0,Regular Season,2019-2016106127610021901250,5.555555556,5.132948571,10116576.0
66,2019-20,201188,Marc Gasol,1610612761,TOR,Toronto Raptors,21901250,2020-08-03T00:00:00,TOR @ MIA,W,22.25,1.0,2.0,0.5,1.0,2.0,0.5,3.0,4.0,0.75,1.0,5.0,6.0,1.0,3.0,1.0,0.0,0.0,4.0,3.0,6.0,11.0,0,0,Regular Season,2019-2016106127610021901250,5.0,8.531820225,25595700.0
67,2019-20,1629744,Matt Thomas,1610612761,TOR,Toronto Raptors,21901250,2020-08-03T00:00:00,TOR @ MIA,W,0.818333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,Regular Season,2019-2016106127610021901250,0.0,0.0,898310.0
